ID	(x,y)	        (larg,haut)	 temps(ms)
141	(183, 241)	(18, 26)	6200
134	(248, 236)	(26, 62)	6200
142	(215, 229)	(17, 36)	6200
143	(440, 223)	(23, 32)	6200
84	(838, 203)	(33, 64)	6200
133	(501, 169)	(16, 23)	6200
137	(540, 157)	(20, 47)	6200
129	(734, 101)	(23, 63)	6200
129	(736, 139)	(8, 22)	6200
145	(433, 99)	(11, 28)	6200
89	(810, 86)	(29, 42)	6200
127	(544, 70)	(17, 32)	6200
61	(38, 53)	(17, 52)	6200
125	(844, 51)	(16, 33)	6200
122	(339, 47)	(12, 40)	6200
126	(105, 27)	(19, 34)	6200
131	(383, 21)	(15, 41)	6200
135	(184, 20)	(14, 32)	6200
131	(402, 10)	(13, 53)	6200
82	(75, 378)	(46, 66)	6240
117	(249, 319)	(37, 60)	6240
136	(332, 291)	(27, 55)	6240
141	(167, 247)	(15, 25)	6240
139	(584, 242)	(28, 73)	6240
140	(486, 241)	(13, 23)	6240
141	(183, 241)	(18, 25)	6240
134	(248, 237)	(26, 64)	6240
142	(215, 229)	(17, 36)	6240
143	(440, 224)	(23, 33)	6240
84	(839, 204)	(32, 67)	6240
133	(502, 168)	(15, 23)	6240
137	(540, 158)	(20, 47)	6240
129	(733, 100)	(24, 64)	6240
145	(433, 100)	(11, 29)	6240
89	(810, 86)	(28, 43)	6240
127	(544, 69)	(17, 33)	6240
61	(38, 53)	(17, 52)	6240
125	(844, 51)	(17, 33)	6240
122	(339, 46)	(12, 41)	6240
126	(105, 27)	(18, 36)	6240
135	(185, 21)	(15, 31)	6240
131	(384, 20)	(14, 42)	6240
131	(402, 9)	(14, 53)	6240
82	(76, 381)	(45, 65)	6280
117	(249, 320)	(37, 59)	6280
136	(330, 289)	(29, 55)	6280
141	(166, 246)	(16, 26)	6280
141	(183, 241)	(18, 25)	6280
139	(585, 240)	(27, 73)	6280
140	(486, 240)	(13, 22)	6280
134	(247, 239)	(26, 65)	6280
142	(214, 229)	(18, 36)	6280
143	(439, 225)	(24, 34)	6280
84	(840, 206)	(31, 67)	6280
133	(502, 167)	(15, 24)	6280
137	(541, 159)	(20, 47)	6280
145	(433, 101)	(10, 29)	6280
129	(733, 99)	(23, 64)	6280
89	(810, 87)	(28, 42)	6280
127	(544, 68)	(17, 33)	6280
61	(37, 53)	(18, 52)	6280
125	(845, 52)	(16, 32)	6280
122	(339, 45)	(12, 42)	6280
126	(105, 27)	(19, 37)	6280
131	(384, 20)	(14, 35)	6280
135	(186, 20)	(16, 31)	6280
131	(403, 9)	(13, 53)	6280
82	(78, 384)	(43, 69)	6320
117	(249, 322)	(37, 57)	6320
136	(331, 285)	(28, 68)	6320
134	(247, 241)	(26, 64)	6320
141	(166, 241)	(35, 31)	6320
140	(486, 237)	(13, 22)	6320
139	(585, 234)	(28, 71)	6320
142	(214, 229)	(18, 36)	6320
143	(438, 221)	(25, 40)	6320
84	(842, 210)	(29, 65)	6320
133	(502, 166)	(16, 24)	6320
137	(542, 162)	(19, 46)	6320
145	(433, 102)	(10, 29)	6320
129	(730, 98)	(25, 64)	6320
89	(810, 88)	(29, 42)	6320
127	(544, 67)	(17, 33)	6320
61	(37, 53)	(18, 52)	6320
125	(845, 52)	(18, 32)	6320
122	(339, 42)	(12, 44)	6320
126	(105, 29)	(18, 35)	6320
135	(188, 20)	(18, 32)	6320
131	(384, 19)	(14, 43)	6320
131	(404, 7)	(12, 53)	6320
82	(79, 385)	(42, 70)	6360
117	(249, 323)	(37, 57)	6360
136	(328, 283)	(31, 70)	6360
134	(246, 242)	(26, 64)	6360
141	(166, 240)	(35, 32)	6360
140	(485, 235)	(14, 22)	6360
139	(586, 232)	(27, 69)	6360
142	(214, 228)	(18, 37)	6360
143	(437, 222)	(26, 40)	6360
84	(842, 210)	(31, 69)	6360
133	(502, 165)	(16, 24)	6360
137	(542, 162)	(20, 47)	6360
145	(433, 103)	(10, 28)	6360
129	(730, 97)	(24, 65)	6360
89	(810, 88)	(29, 43)	6360
127	(544, 67)	(16, 33)	6360
125	(846, 53)	(17, 31)	6360
61	(37, 53)	(17, 52)	6360
122	(339, 42)	(12, 43)	6360
126	(105, 29)	(18, 36)	6360
135	(190, 20)	(16, 32)	6360
131	(384, 19)	(14, 43)	6360
131	(404, 6)	(13, 53)	6360
146	(337, 0)	(8, 23)	6360
82	(81, 386)	(40, 70)	6400
117	(248, 324)	(37, 57)	6400
136	(329, 281)	(30, 68)	6400
134	(246, 243)	(26, 64)	6400
141	(166, 240)	(35, 32)	6400
140	(485, 233)	(13, 22)	6400
139	(585, 230)	(29, 68)	6400
142	(214, 228)	(18, 37)	6400
143	(437, 222)	(26, 40)	6400
84	(843, 212)	(30, 68)	6400
133	(502, 164)	(16, 24)	6400
137	(543, 163)	(20, 46)	6400
145	(433, 103)	(10, 28)	6400
129	(730, 96)	(23, 66)	6400
89	(810, 87)	(29, 44)	6400
127	(545, 66)	(16, 34)	6400
125	(846, 53)	(18, 31)	6400
61	(37, 53)	(17, 52)	6400
122	(339, 41)	(12, 44)	6400
126	(105, 30)	(18, 36)	6400
135	(192, 20)	(15, 32)	6400
131	(384, 19)	(14, 43)	6400
131	(404, 6)	(13, 52)	6400
147	(582, 0)	(11, 30)	6400
146	(337, 0)	(8, 23)	6400
82	(81, 386)	(40, 70)	6440
117	(248, 326)	(36, 60)	6440
136	(327, 279)	(33, 70)	6440
134	(245, 244)	(26, 63)	6440
141	(166, 240)	(35, 31)	6440
140	(486, 231)	(12, 23)	6440
142	(214, 228)	(18, 37)	6440
139	(585, 227)	(29, 67)	6440
143	(436, 223)	(27, 41)	6440
84	(843, 213)	(30, 71)	6440
137	(543, 163)	(20, 46)	6440
133	(502, 162)	(16, 25)	6440
145	(432, 103)	(12, 30)	6440
129	(730, 96)	(23, 66)	6440
89	(810, 87)	(29, 44)	6440
127	(545, 66)	(16, 33)	6440
125	(847, 54)	(17, 31)	6440
61	(37, 53)	(17, 52)	6440
122	(339, 41)	(12, 44)	6440
126	(105, 30)	(18, 36)	6440
135	(193, 19)	(14, 34)	6440
131	(384, 18)	(14, 43)	6440
131	(404, 5)	(13, 53)	6440
147	(581, 0)	(11, 29)	6440
82	(82, 388)	(39, 68)	6480
117	(248, 327)	(35, 65)	6480
136	(326, 277)	(34, 63)	6480
134	(245, 245)	(26, 61)	6480
141	(166, 240)	(35, 31)	6480
140	(485, 230)	(13, 22)	6480
142	(214, 228)	(18, 37)	6480
139	(585, 227)	(29, 67)	6480
143	(436, 224)	(26, 40)	6480
84	(843, 214)	(31, 70)	6480
137	(543, 164)	(21, 44)	6480
133	(502, 161)	(16, 25)	6480
145	(432, 104)	(12, 29)	6480
129	(730, 95)	(22, 61)	6480
89	(810, 88)	(29, 44)	6480
127	(545, 66)	(16, 32)	6480
125	(848, 54)	(17, 31)	6480
61	(37, 53)	(17, 52)	6480
122	(339, 40)	(12, 44)	6480
126	(105, 30)	(18, 36)	6480
135	(194, 19)	(12, 32)	6480
131	(384, 18)	(14, 43)	6480
131	(405, 5)	(12, 53)	6480
147	(581, 0)	(11, 29)	6480
82	(91, 406)	(30, 50)	6520
117	(248, 331)	(34, 67)	6520
148	(0, 295)	(12, 30)	6520
136	(324, 274)	(36, 60)	6520
134	(245, 246)	(25, 61)	6520
141	(166, 240)	(35, 32)	6520
142	(207, 228)	(25, 37)	6520
140	(485, 227)	(13, 22)	6520
143	(436, 226)	(26, 39)	6520
139	(586, 224)	(28, 70)	6520
84	(844, 216)	(31, 68)	6520
137	(543, 166)	(22, 43)	6520
133	(502, 158)	(16, 25)	6520
145	(432, 105)	(12, 25)	6520
129	(730, 93)	(21, 60)	6520
89	(811, 89)	(28, 44)	6520
127	(546, 64)	(15, 33)	6520
125	(849, 55)	(17, 32)	6520
61	(37, 53)	(17, 52)	6520
122	(339, 40)	(12, 43)	6520
126	(105, 31)	(18, 35)	6520
135	(197, 19)	(12, 30)	6520
131	(385, 18)	(14, 43)	6520
131	(405, 5)	(13, 53)	6520
147	(580, 0)	(11, 28)	6520
82	(84, 392)	(37, 64)	6560
117	(248, 333)	(34, 68)	6560
148	(0, 298)	(14, 29)	6560
136	(324, 273)	(36, 59)	6560
134	(245, 248)	(25, 59)	6560
141	(166, 240)	(35, 32)	6560
143	(436, 228)	(26, 39)	6560
142	(207, 228)	(25, 37)	6560
140	(485, 226)	(13, 23)	6560
139	(586, 222)	(29, 73)	6560
84	(844, 217)	(31, 67)	6560
137	(543, 167)	(23, 43)	6560
133	(502, 157)	(16, 25)	6560
145	(432, 106)	(11, 25)	6560
129	(730, 92)	(21, 59)	6560
89	(811, 89)	(29, 45)	6560
127	(547, 64)	(15, 33)	6560
125	(849, 56)	(17, 31)	6560
61	(37, 53)	(17, 52)	6560
122	(339, 39)	(12, 44)	6560
126	(106, 31)	(17, 36)	6560
135	(198, 19)	(13, 33)	6560
131	(385, 18)	(14, 44)	6560
131	(406, 4)	(12, 54)	6560
147	(580, 0)	(11, 29)	6560
82	(85, 393)	(36, 64)	6600
117	(248, 335)	(34, 68)	6600
148	(0, 300)	(15, 29)	6600
136	(323, 272)	(37, 59)	6600
134	(245, 249)	(25, 58)	6600
141	(166, 240)	(35, 32)	6600
143	(437, 230)	(25, 38)	6600
142	(208, 228)	(24, 37)	6600
140	(486, 225)	(12, 23)	6600
139	(587, 221)	(28, 74)	6600
84	(844, 218)	(32, 66)	6600
137	(544, 169)	(22, 45)	6600
133	(502, 157)	(16, 24)	6600
145	(432, 107)	(11, 27)	6600
129	(730, 91)	(20, 59)	6600
89	(811, 90)	(29, 45)	6600
127	(547, 63)	(15, 33)	6600
125	(850, 57)	(17, 31)	6600
61	(37, 54)	(17, 51)	6600
122	(339, 39)	(11, 43)	6600
126	(106, 31)	(17, 36)	6600
135	(198, 19)	(13, 36)	6600
131	(385, 18)	(14, 44)	6600
131	(406, 4)	(12, 54)	6600
147	(580, 0)	(11, 29)	6600
82	(85, 395)	(36, 67)	6640
117	(248, 337)	(34, 67)	6640
148	(0, 301)	(15, 30)	6640
136	(322, 271)	(38, 60)	6640
134	(244, 250)	(26, 58)	6640
141	(166, 240)	(35, 32)	6640
143	(437, 231)	(25, 39)	6640
142	(209, 229)	(23, 36)	6640
140	(486, 225)	(12, 22)	6640
139	(586, 220)	(29, 75)	6640
84	(844, 219)	(33, 65)	6640
137	(544, 170)	(22, 47)	6640
133	(501, 155)	(17, 26)	6640
89	(811, 106)	(29, 30)	6640
129	(730, 90)	(20, 60)	6640
149	(325, 88)	(11, 29)	6640
149	(327, 91)	(8, 22)	6640
127	(547, 62)	(15, 34)	6640
125	(850, 57)	(17, 32)	6640
61	(37, 54)	(17, 51)	6640
122	(339, 38)	(11, 42)	6640
126	(104, 31)	(20, 36)	6640
135	(199, 19)	(15, 30)	6640
131	(385, 18)	(14, 44)	6640
131	(406, 4)	(12, 54)	6640
147	(580, 0)	(10, 29)	6640
82	(86, 398)	(35, 71)	6680
82	(105, 427)	(12, 25)	6680
117	(248, 338)	(34, 67)	6680
148	(0, 304)	(16, 29)	6680
136	(322, 270)	(38, 60)	6680
134	(244, 251)	(26, 60)	6680
141	(166, 240)	(35, 32)	6680
143	(437, 233)	(25, 38)	6680
142	(209, 229)	(23, 36)	6680
140	(486, 225)	(13, 21)	6680
84	(844, 220)	(33, 65)	6680
84	(848, 253)	(12, 20)	6680
139	(586, 219)	(28, 76)	6680
137	(544, 172)	(23, 48)	6680
133	(501, 154)	(17, 26)	6680
150	(431, 109)	(12, 29)	6680
89	(811, 107)	(29, 30)	6680
129	(730, 89)	(20, 61)	6680
149	(324, 87)	(12, 26)	6680
149	(327, 90)	(8, 21)	6680
127	(547, 61)	(16, 33)	6680
125	(851, 58)	(17, 31)	6680
61	(37, 54)	(17, 51)	6680
122	(338, 37)	(13, 41)	6680
126	(104, 32)	(20, 35)	6680
135	(200, 19)	(16, 29)	6680
131	(385, 18)	(14, 44)	6680
131	(406, 4)	(12, 54)	6680
82	(88, 404)	(33, 76)	6720
117	(247, 341)	(35, 64)	6720
136	(320, 307)	(13, 21)	6720
148	(0, 306)	(17, 28)	6720
151	(330, 267)	(31, 60)	6720
134	(244, 254)	(25, 64)	6720
141	(166, 239)	(34, 33)	6720
143	(437, 237)	(25, 38)	6720
142	(214, 229)	(18, 37)	6720
84	(844, 223)	(34, 70)	6720
140	(486, 222)	(13, 22)	6720
139	(586, 216)	(28, 73)	6720
137	(544, 175)	(23, 48)	6720
133	(502, 152)	(16, 24)	6720
150	(430, 111)	(13, 32)	6720
89	(812, 109)	(29, 31)	6720
129	(730, 88)	(20, 62)	6720
127	(547, 60)	(16, 33)	6720
125	(852, 58)	(17, 33)	6720
61	(36, 54)	(18, 51)	6720
122	(338, 36)	(13, 40)	6720
126	(103, 32)	(21, 35)	6720
135	(202, 20)	(20, 33)	6720
131	(385, 18)	(14, 44)	6720
131	(406, 4)	(13, 54)	6720
82	(88, 407)	(33, 75)	6760
117	(247, 342)	(35, 64)	6760
148	(0, 306)	(18, 29)	6760
151	(320, 265)	(42, 61)	6760
134	(244, 256)	(25, 65)	6760
141	(166, 239)	(34, 33)	6760
143	(437, 238)	(25, 39)	6760
142	(213, 229)	(18, 37)	6760
84	(844, 225)	(34, 72)	6760
140	(486, 221)	(13, 21)	6760
139	(586, 214)	(28, 73)	6760
137	(544, 176)	(23, 48)	6760
133	(502, 151)	(16, 25)	6760
150	(429, 112)	(13, 32)	6760
89	(812, 110)	(29, 31)	6760
129	(730, 87)	(19, 63)	6760
125	(852, 59)	(17, 32)	6760
127	(547, 59)	(16, 33)	6760
61	(36, 54)	(18, 52)	6760
122	(337, 35)	(14, 41)	6760
126	(103, 33)	(21, 35)	6760
135	(204, 20)	(20, 30)	6760
131	(385, 17)	(14, 45)	6760
131	(406, 4)	(13, 54)	6760
82	(89, 410)	(34, 73)	6800
117	(246, 343)	(36, 63)	6800
148	(0, 308)	(18, 26)	6800
151	(320, 263)	(42, 60)	6800
134	(244, 258)	(25, 66)	6800
143	(437, 239)	(25, 40)	6800
141	(166, 239)	(34, 33)	6800
142	(212, 229)	(19, 37)	6800
84	(850, 227)	(29, 72)	6800
140	(486, 220)	(13, 21)	6800
139	(585, 212)	(29, 70)	6800
137	(544, 177)	(23, 47)	6800
133	(502, 152)	(15, 23)	6800
89	(813, 111)	(28, 31)	6800
129	(730, 87)	(19, 63)	6800
125	(852, 59)	(17, 33)	6800
127	(547, 59)	(16, 33)	6800
61	(36, 54)	(17, 52)	6800
122	(337, 34)	(14, 42)	6800
126	(103, 33)	(21, 37)	6800
135	(205, 20)	(20, 31)	6800
131	(385, 17)	(13, 44)	6800
131	(406, 3)	(13, 55)	6800
152	(578, 0)	(10, 27)	6800
82	(90, 408)	(34, 78)	6840
117	(246, 345)	(37, 61)	6840
148	(0, 308)	(18, 26)	6840
151	(320, 261)	(43, 62)	6840
134	(243, 259)	(26, 66)	6840
143	(437, 240)	(25, 40)	6840
141	(166, 239)	(34, 33)	6840
84	(851, 229)	(28, 72)	6840
142	(212, 229)	(19, 37)	6840
140	(486, 218)	(13, 21)	6840
139	(585, 210)	(29, 72)	6840
137	(544, 178)	(23, 46)	6840
133	(502, 151)	(15, 24)	6840
89	(813, 112)	(29, 31)	6840
129	(730, 86)	(19, 64)	6840
125	(853, 59)	(17, 33)	6840
127	(547, 58)	(17, 34)	6840
61	(36, 54)	(17, 52)	6840
122	(337, 33)	(14, 43)	6840
126	(103, 33)	(21, 38)	6840
135	(207, 20)	(19, 31)	6840
131	(385, 17)	(13, 44)	6840
131	(406, 3)	(12, 55)	6840
152	(577, 0)	(11, 28)	6840
82	(91, 415)	(35, 75)	6880
117	(246, 346)	(38, 60)	6880
148	(0, 309)	(17, 25)	6880
134	(243, 261)	(26, 66)	6880
151	(321, 259)	(42, 63)	6880
143	(437, 240)	(26, 41)	6880
141	(166, 239)	(34, 33)	6880
84	(852, 231)	(28, 72)	6880
142	(212, 229)	(19, 37)	6880
140	(486, 217)	(13, 20)	6880
139	(585, 208)	(29, 68)	6880
137	(545, 179)	(22, 45)	6880
133	(502, 150)	(15, 24)	6880
89	(813, 112)	(29, 31)	6880
129	(730, 86)	(19, 64)	6880
125	(853, 60)	(17, 33)	6880
127	(547, 58)	(16, 33)	6880
61	(36, 54)	(17, 52)	6880
126	(103, 34)	(21, 38)	6880
122	(337, 32)	(14, 44)	6880
135	(208, 20)	(18, 32)	6880
131	(385, 16)	(13, 44)	6880
131	(406, 3)	(12, 55)	6880
152	(576, 0)	(11, 28)	6880
82	(95, 414)	(32, 78)	6920
117	(245, 349)	(40, 59)	6920
148	(0, 312)	(16, 29)	6920
134	(242, 263)	(26, 65)	6920
151	(321, 256)	(42, 71)	6920
143	(437, 242)	(26, 41)	6920
141	(166, 239)	(34, 33)	6920
84	(853, 235)	(28, 73)	6920
142	(210, 229)	(21, 36)	6920
140	(487, 212)	(12, 22)	6920
139	(584, 204)	(30, 69)	6920
137	(545, 180)	(22, 44)	6920
133	(501, 149)	(16, 24)	6920
153	(428, 116)	(12, 30)	6920
89	(814, 113)	(29, 31)	6920
129	(729, 85)	(19, 64)	6920
125	(854, 60)	(17, 33)	6920
127	(547, 57)	(16, 33)	6920
61	(36, 54)	(17, 51)	6920
126	(105, 35)	(19, 38)	6920
122	(337, 31)	(14, 44)	6920
135	(212, 19)	(15, 33)	6920
131	(385, 15)	(13, 41)	6920
131	(406, 3)	(12, 55)	6920
152	(575, 0)	(12, 29)	6920
82	(96, 416)	(31, 76)	6960
117	(245, 351)	(41, 62)	6960
148	(0, 314)	(17, 30)	6960
134	(242, 264)	(26, 65)	6960
151	(321, 255)	(42, 68)	6960
143	(437, 243)	(26, 41)	6960
141	(166, 239)	(34, 33)	6960
84	(854, 237)	(28, 74)	6960
142	(209, 229)	(22, 36)	6960
140	(487, 210)	(13, 22)	6960
139	(584, 203)	(30, 70)	6960
137	(545, 181)	(23, 45)	6960
133	(501, 148)	(15, 24)	6960
153	(428, 116)	(12, 30)	6960
89	(814, 114)	(30, 31)	6960
129	(730, 84)	(18, 59)	6960
125	(854, 61)	(17, 32)	6960
127	(547, 57)	(17, 33)	6960
61	(35, 54)	(18, 51)	6960
126	(104, 36)	(20, 37)	6960
122	(337, 31)	(14, 43)	6960
135	(213, 19)	(14, 33)	6960
131	(384, 15)	(14, 41)	6960
131	(406, 2)	(12, 54)	6960
82	(96, 431)	(31, 61)	7000
117	(245, 352)	(41, 65)	7000
148	(0, 317)	(19, 30)	7000
134	(242, 265)	(26, 63)	7000
151	(322, 254)	(41, 68)	7000
143	(437, 250)	(27, 34)	7000
84	(855, 239)	(28, 72)	7000
141	(166, 239)	(34, 33)	7000
142	(209, 229)	(22, 37)	7000
140	(487, 209)	(13, 22)	7000
139	(585, 202)	(29, 71)	7000
137	(545, 182)	(23, 46)	7000
133	(500, 147)	(16, 24)	7000
153	(428, 117)	(12, 29)	7000
89	(815, 114)	(29, 31)	7000
129	(729, 83)	(19, 59)	7000
125	(854, 61)	(18, 32)	7000
127	(547, 56)	(17, 33)	7000
61	(35, 54)	(18, 51)	7000
126	(104, 36)	(20, 38)	7000
122	(337, 30)	(14, 44)	7000
135	(214, 19)	(13, 33)	7000
131	(384, 14)	(14, 42)	7000
131	(406, 2)	(12, 53)	7000
82	(97, 420)	(32, 72)	7040
117	(246, 354)	(40, 66)	7040
148	(2, 319)	(19, 30)	7040
134	(241, 266)	(27, 62)	7040
143	(437, 252)	(27, 33)	7040
151	(323, 252)	(39, 70)	7040
84	(855, 240)	(29, 71)	7040
141	(166, 239)	(34, 33)	7040
142	(208, 229)	(23, 37)	7040
141	(163, 229)	(12, 16)	7040
140	(487, 208)	(13, 22)	7040
139	(585, 201)	(29, 71)	7040
137	(545, 184)	(23, 48)	7040
133	(500, 145)	(15, 24)	7040
153	(428, 118)	(12, 28)	7040
89	(815, 115)	(29, 31)	7040
129	(729, 82)	(19, 59)	7040
125	(855, 62)	(17, 32)	7040
127	(547, 55)	(17, 34)	7040
61	(35, 55)	(18, 50)	7040
126	(104, 37)	(20, 38)	7040
122	(337, 30)	(14, 43)	7040
135	(216, 18)	(11, 34)	7040
131	(384, 14)	(14, 41)	7040
131	(406, 9)	(12, 45)	7040
82	(98, 437)	(32, 55)	7080
117	(246, 356)	(40, 67)	7080
148	(4, 321)	(19, 30)	7080
134	(244, 267)	(24, 61)	7080
143	(440, 253)	(24, 35)	7080
151	(324, 251)	(37, 63)	7080
84	(846, 241)	(39, 70)	7080
141	(166, 239)	(34, 33)	7080
142	(208, 229)	(23, 37)	7080
140	(487, 208)	(13, 22)	7080
139	(585, 200)	(28, 72)	7080
137	(546, 186)	(22, 48)	7080
133	(500, 145)	(15, 23)	7080
153	(428, 119)	(12, 27)	7080
89	(815, 115)	(30, 32)	7080
129	(728, 82)	(20, 59)	7080
125	(855, 62)	(17, 32)	7080
127	(547, 55)	(16, 33)	7080
61	(35, 55)	(18, 50)	7080
126	(104, 38)	(19, 37)	7080
122	(337, 30)	(14, 42)	7080
131	(384, 13)	(14, 42)	7080
131	(406, 9)	(12, 45)	7080
82	(99, 440)	(32, 52)	7120
82	(115, 457)	(13, 25)	7120
117	(246, 359)	(41, 67)	7120
148	(6, 324)	(20, 29)	7120
134	(243, 269)	(25, 59)	7120
143	(441, 256)	(24, 39)	7120
151	(325, 249)	(34, 58)	7120
141	(166, 246)	(14, 26)	7120
84	(848, 243)	(36, 68)	7120
141	(181, 239)	(19, 27)	7120
142	(207, 229)	(24, 37)	7120
140	(488, 206)	(12, 22)	7120
139	(586, 198)	(27, 74)	7120
137	(547, 189)	(22, 48)	7120
133	(499, 143)	(16, 22)	7120
153	(429, 120)	(11, 27)	7120
89	(816, 117)	(30, 32)	7120
129	(727, 80)	(21, 59)	7120
125	(856, 64)	(17, 31)	7120
61	(35, 55)	(16, 50)	7120
127	(548, 53)	(16, 33)	7120
126	(103, 39)	(20, 37)	7120
122	(338, 29)	(12, 40)	7120
154	(220, 19)	(11, 31)	7120
131	(384, 13)	(14, 42)	7120
131	(406, 8)	(12, 45)	7120
82	(100, 441)	(34, 51)	7160
117	(247, 361)	(41, 66)	7160
148	(7, 324)	(19, 30)	7160
134	(243, 270)	(25, 58)	7160
143	(446, 258)	(19, 38)	7160
151	(326, 248)	(32, 55)	7160
141	(166, 246)	(14, 26)	7160
84	(850, 245)	(35, 66)	7160
141	(181, 239)	(19, 27)	7160
142	(207, 229)	(24, 37)	7160
140	(488, 207)	(12, 21)	7160
139	(586, 198)	(27, 73)	7160
137	(547, 190)	(22, 48)	7160
133	(500, 142)	(15, 21)	7160
153	(429, 121)	(11, 27)	7160
89	(817, 118)	(29, 32)	7160
129	(727, 79)	(21, 59)	7160
125	(857, 64)	(17, 32)	7160
61	(35, 55)	(16, 51)	7160
127	(548, 52)	(16, 32)	7160
126	(102, 40)	(21, 36)	7160
122	(338, 28)	(12, 39)	7160
131	(384, 13)	(14, 37)	7160
131	(406, 0)	(12, 52)	7160
82	(95, 431)	(42, 68)	7200
117	(247, 363)	(41, 65)	7200
148	(8, 326)	(18, 29)	7200
134	(243, 271)	(25, 59)	7200
143	(447, 259)	(18, 39)	7200
84	(851, 246)	(35, 65)	7200
141	(166, 246)	(14, 26)	7200
151	(326, 243)	(32, 59)	7200
141	(181, 239)	(19, 27)	7200
142	(208, 229)	(23, 37)	7200
140	(488, 205)	(13, 22)	7200
139	(586, 196)	(27, 71)	7200
137	(548, 192)	(22, 47)	7200
133	(500, 141)	(15, 21)	7200
153	(430, 122)	(10, 30)	7200
89	(817, 119)	(29, 32)	7200
129	(727, 78)	(21, 60)	7200
125	(857, 65)	(18, 31)	7200
61	(35, 55)	(16, 51)	7200
127	(548, 52)	(16, 31)	7200
126	(102, 40)	(20, 36)	7200
122	(338, 27)	(12, 39)	7200
155	(222, 19)	(13, 30)	7200
131	(385, 12)	(13, 39)	7200
131	(406, 0)	(12, 52)	7200
82	(102, 448)	(38, 56)	7240
117	(248, 365)	(41, 62)	7240
148	(9, 327)	(19, 29)	7240
134	(243, 273)	(25, 62)	7240
143	(448, 261)	(18, 38)	7240
84	(853, 247)	(34, 65)	7240
141	(166, 246)	(14, 26)	7240
151	(326, 242)	(31, 58)	7240
141	(181, 239)	(19, 27)	7240
142	(208, 228)	(23, 38)	7240
140	(488, 205)	(13, 21)	7240
139	(587, 195)	(26, 68)	7240
137	(548, 193)	(22, 47)	7240
133	(500, 140)	(15, 20)	7240
153	(430, 124)	(10, 29)	7240
89	(817, 120)	(29, 31)	7240
129	(727, 77)	(21, 61)	7240
125	(857, 66)	(18, 31)	7240
61	(35, 55)	(16, 52)	7240
127	(549, 51)	(15, 32)	7240
126	(103, 40)	(19, 36)	7240
122	(339, 26)	(12, 40)	7240
155	(224, 19)	(12, 30)	7240
131	(385, 12)	(13, 39)	7240
131	(406, 0)	(12, 51)	7240
82	(104, 452)	(37, 52)	7280
117	(248, 366)	(41, 61)	7280
148	(9, 328)	(20, 28)	7280
134	(242, 274)	(26, 65)	7280
143	(449, 262)	(17, 38)	7280
84	(854, 249)	(34, 68)	7280
141	(166, 246)	(14, 26)	7280
151	(327, 244)	(29, 55)	7280
141	(181, 240)	(19, 26)	7280
142	(208, 228)	(23, 37)	7280
140	(489, 203)	(11, 21)	7280
137	(549, 194)	(21, 45)	7280
139	(587, 193)	(27, 66)	7280
133	(500, 139)	(15, 20)	7280
153	(430, 126)	(10, 29)	7280
89	(818, 121)	(29, 31)	7280
129	(727, 76)	(20, 62)	7280
125	(858, 66)	(18, 31)	7280
61	(34, 55)	(17, 53)	7280
127	(549, 50)	(16, 32)	7280
126	(102, 41)	(20, 35)	7280
122	(339, 25)	(12, 41)	7280
155	(225, 19)	(13, 30)	7280
131	(385, 13)	(14, 38)	7280
131	(406, 0)	(12, 51)	7280
82	(109, 459)	(34, 45)	7320
117	(248, 369)	(42, 59)	7320
148	(12, 329)	(21, 26)	7320
156	(0, 292)	(16, 14)	7320
134	(242, 278)	(25, 67)	7320
143	(448, 265)	(20, 34)	7320
84	(857, 253)	(32, 71)	7320
141	(167, 246)	(13, 25)	7320
151	(328, 242)	(27, 54)	7320
141	(181, 240)	(19, 26)	7320
142	(210, 228)	(21, 37)	7320
140	(488, 201)	(12, 19)	7320
137	(549, 195)	(22, 44)	7320
139	(587, 190)	(27, 61)	7320
133	(501, 138)	(15, 20)	7320
153	(430, 128)	(10, 24)	7320
89	(818, 123)	(29, 31)	7320
129	(725, 75)	(22, 60)	7320
157	(325, 71)	(10, 30)	7320
125	(859, 67)	(18, 31)	7320
61	(34, 56)	(17, 44)	7320
127	(550, 49)	(15, 32)	7320
126	(102, 41)	(19, 35)	7320
122	(339, 24)	(12, 41)	7320
155	(227, 20)	(14, 28)	7320
131	(386, 13)	(13, 35)	7320
131	(406, 0)	(13, 51)	7320
82	(111, 462)	(30, 42)	7360
117	(248, 370)	(41, 58)	7360
148	(14, 329)	(21, 25)	7360
156	(0, 293)	(18, 14)	7360
134	(242, 280)	(25, 67)	7360
134	(245, 300)	(15, 14)	7360
143	(447, 266)	(21, 18)	7360
84	(858, 255)	(31, 71)	7360
141	(167, 246)	(13, 25)	7360
151	(328, 240)	(26, 54)	7360
141	(182, 240)	(17, 26)	7360
142	(210, 228)	(21, 37)	7360
140	(488, 199)	(11, 19)	7360
137	(549, 197)	(22, 43)	7360
139	(587, 189)	(26, 59)	7360
133	(501, 139)	(14, 19)	7360
153	(430, 129)	(10, 23)	7360
89	(818, 124)	(29, 31)	7360
129	(724, 74)	(22, 58)	7360
157	(325, 71)	(10, 29)	7360
125	(859, 67)	(19, 32)	7360
61	(33, 56)	(18, 52)	7360
127	(550, 49)	(15, 32)	7360
126	(102, 41)	(19, 35)	7360
122	(339, 23)	(12, 41)	7360
